attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
75,"Mar 10, 2014",warsuf,,Luke Ronchi,Mac Jacobson,Jake Cintolo,Devan Jones,Matt Brenner,Frank Tierney,Jhonneris Mendez,Jack Sullivan,Joe Presti,2,8,Frank Tierney,9,000003023,rf,cf,1b,2b,dh/lf,lf/p,3b,c,ss,Steve Chamberland,suffolk university,Suffolk University,Chamberland (0-1),,9,Y,,"Auburndale, Fla. (Lake Region HS)",10:00am   ,2:45   ,,"wartburg college
",Wartburg College,Jackson Litterer,Craig Kerper,Ryan Powers,Ryan Kemp,DJ Utley,Blake Wilson,Michael Schinstock,Joe Grote,Tyler Mougin,1,14,Chase Hirschauer,16,041112113,dh,lf,3b,cf,1b,c,rf,2b,ss,Parker Bolt,Bolt (1-2)
79,"Apr 25, 2014",cenlor2,2,Mike Pudlo,Spencer Bonner,Niko Andriotis,Nick Battalini,Danny Fahlgren,Alex Rodriguez,Anthony Flattery,Mark Jablonski,,2,3,Jeremy Gerardy,9,100000020,ss,1b,lf,rf,c,2b,3b,cf,,Patrick Walsh,"loras college
",Loras College,Walsh (4-3),,9,Y,,"Dubuque, Iowa (Petrakis Park)",5:15 PM   ,2:10   ,HP: Alec Clark  1B: Scott Forsberg,"central college
",Central College,Jordan Judkins,Andrew O'Toole,Robbie Rushing,Adam Ariola,Zach Brown,Zach Zylstra,Jake Effron,Jace Ahrendsen,Kirby Coppess,1,7,Mack Boothe,11,000400003,ss,rf,dh,2b,1b,lf,cf,c,3b,Dakotah Wolken,Wolken (5-1)
110,"Mar 29, 2014",cendbq1,1,Daniel Casanova,Will Fogel,Michael Salazar,Austin McWhite,Steve Ryan,Michael Riordan,Gaetano Florio,Vince Parisi,Ryan Karrick,2,6,Justin Naval,10,122001X,cf,2b,lf,1b,rf,dh,3b,c,ss,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Wolken (3-1),,7,Y,Naval (2),"Dubuque, Iowa (UD Baseball Field)",1:00 pm   ,1:35   ,HP: S.Liddle  1B: N.Bett,"central college
",Central College,Jordan Judkins,Adam Ariola,Robbie Rushing,Andrew O'Toole,Zach Brown,Jace Ahrendsen,Zach Zylstra,Spencer Gritsch,Jake Effron,3,4,Dakotah Wolken,8,0003010,ss,2b,dh,rf,1b,c,lf,3b,cf,Dakotah Wolken,Eastman (1-2)
,"Feb 28, 2014",bvuuw,,Brandon Wessels,Tanner Truesdell,Joe Paletta,Jeremy Lambert,Weston Foxx,Alex Brown,Ryan Titman,Devon Harms,Nick Schlecht,3,8,Lucas Hadaway,12,001020032,lf/c,rf,1b,3b,2b,dh,ss,c,cf,Jake Bjorkgren,"buena vista university
",Buena Vista Univ., (1-0),,9,Y,Neale (0-1),"Tulsa, Okla. (ONEOK Field)",5:35 p.m   ,2:57   ,,wis.-la crosse,Wis.-La Crosse,Taylor Kohlwey,Bryce Barsness,Cole Cefalu,Alex Cordova,Jake Paulson,Wyatt Blado,Nic Barnes,Josh Rowles,,5,7,Gunnar Neale,9,320000002,rf,lf,cf,ss,2b,1b,c,3b,,Shane Adler,L
625,"May 09, 2014",14iiac07,,Jackson Litterer,Joe Grote,Ryan Powers,Ryan Kemp,DJ Utley,Clay Emmrich,Blake Wilson,Michael Schinstock,Tyler Mougin,4,6,Gavin Nadermann,8,000042000,lf,2b,3b,cf,1b,dh,c,rf,ss,Parker Bolt,"wartburg college
",Wartburg College,Bolt (6-5),,9,Y,Pennings (3),"Cedar Rapids, Iowa (Veterans Mem. Stad.)",3:55 PM   ,2:07   ,HP: Ryan Farnsworth  1B: Paul Keitel  3B: Kevin F,"simpson college
",Simpson College,Josh Pirtle,Brett Crable,Tyler Craig,Michael Chia,Jake Barr,Jake Scieszinski,Jake Esdohr,Bud Smith,Austin Burlin,0,7,Matt Pennings,13,000103003,rf,cf,1b,3b,lf,2b,ss,c,dh,Adam Richman,Borgeson (1-3)
175,"Apr 25, 2014",dbqsim2,2,Daniel Casanova,Will Fogel,Austin McWhite,Vince Parisi,Eddie Pablo,Jacob Evans,Steve Ryan,Dalton Garst,Austin Monfross,3,3,Mitchell Haferbier,10,0120000,cf,2b,1b,c,ss,rf/lf,lf,dh,3b,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Stumpf (1-4),,7,Y,,"Dubuque, Iowa (UD Baseball Field)",3:30 pm   ,1:55   ,HP: Nicholas Baffes  1B: Phil Puppilo,"simpson college
",Simpson College,Josh Pirtle,Brett Crable,Tyler Craig,Jake Barr,Michael Chia,Jake Scieszinski,Jake Esdohr,Bud Smith,Taylor Harmon,0,13,Matt Pennings,13,0028030,rf,cf,1b,lf,3b,dh,ss,c,2b,Matt Pennings,Pennings (5-3)
135,"May 03, 2014",dbqlut3,1,Andy Briggs,Eric Pittman,Czenvic Rojer,Mitch Knippenberg,David Lowe,Matt Larson,Brian Paulsrud,Carlos Pineda,Joel Martin,2,1,Corey Miller,4,0000100,cf,ss,rf,c,3b,lf,1b,dh,2b,Matt McKinney,"luther college
",Luther College,McKinney (1-5),,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,1:46   ,HP: Forrest Miller  1B: Matt Lukan,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,Will Fogel,Vince Parisi,Austin McWhite,Ryan Karrick,Jacob Evans,Steve Ryan,Gaetano Florio,,2,8,Joey Kilsdonk,10,1043000,cf,2b,c,1b,ss,lf,rf,3b,,Dalton Garst,Garst (3-3)
60,"Mar 08, 2014",cengrn1,,Dakotah Wolken,Jordan Judkins,Robbie Rushing,Adam Ariola,Zach Zylstra,Andrew O'Toole,Grant Seuferer,Jace Ahrendsen,Kirby Coppess,1,1,Andy Carr,5,000001000,cf,ss,dh,2b,lf,rf,1b,c,3b,Judson McKown,"central college
",Central College,McKown (0-1),,9,Y,,"Jacksonville, Ill. (Lenz Field #1)",5:20 pm   ,1:45   ,HP: Pete McGinnis  1B: Matt Moo,"grinnell college
",Grinnell College,Kainoa Inafuku,Anthony Mack,Eli Freese,Walker Bell,Matt Schaeffer,Matt Godinsky,Niko Takayesu,Ryan Penaflor,Adam Renfro,0,3,Andrew Kelley,5,000000021,3b,ss,dh,1b,c,rf,2b,lf,cf,Will Pahos,Kelley (1-0)
,"Mar 24, 2014",lutvcsu,,Andy Briggs,Aldon Severson,Czenvic Rojer,Carlos Pineda,Mitch Knippenberg,Matt Larson,David Lowe,Joel Martin,Jon Opdahl,0,16,Ben Voss,19,070033003,cf,1b,rf/cf,dh,c,lf,3b/rf,2b,ss,Blake Peterson,"luther college
",Luther College,Necochea (),,9,Y,,"Tucson, Ariz. (Kino Sports Complex)",  ,  ,,valley city state,Valley City State,Robert Wiley,Kayl Hamre,Brady Anderson,Cole Honl,Tom Houdek,Nate Bagby,Derek Elliott,Anthony Meyer,Ryan Hammargren,5,15,Anthony Necochea,18,303410022,lf,rf,c/ss,dh,1b/3b,ss/3b,cf,3b/2b,2b/c,Chase Carpenter,Voss (1-1)
90,"Apr 06, 2014",bvucen1,1,Neil Marshall,Brandon Wessels,Joe Paletta,Tanner Truesdell,Weston Foxx,Jeremy Lambert,Bryce Wessels,Ryan Titman,Devon Harms,3,10,Jon Ringblom,10,045100X,cf,rf,1b,lf,2b,dh,3b,ss,c,Jon Ringblom,#25 buena vista univ.,#25 Buena Vista Univ.,"Judkins, B",,7,Y,,"Storm Lake, Iowa (BVU/SL Field)",2:00pm   ,1:45   ,HP: Randy Bertrum  1B: Aaron Christian,"central college
",Central College,Jordan Judkins,Dakotah Wolken,Robbie Rushing,Adam Ariola,Zach Brown,Andrew O'Toole,Zach Zylstra,Jace Ahrendsen,Kirby Coppess,2,2,Mack Boothe,7,0011000,ss,cf,dh,2b,1b,rf,lf,c,3b,Blake Judkins,Ringblom (3-1)
